"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","prediction_prob","prediction_class"
18929,"Morera","01/08/2011 10:08","Medio (4 - 8 mts)",130,"Grande",-68.8417398613,-32.8698702259,4,"Cuarta Oeste",1173332.70145,0,0.0558887918014079,0
18930,"Morera","01/08/2011 10:07","Alto (> 8 mts)",130,"Grande",-68.8416873323,-32.8698732523,4,"Cuarta Oeste",1173332.70145,1,0.948524703737348,1
18933,"Morera","01/08/2011 10:00","Alto (> 8 mts)",120,"Grande",-68.8415259236,-32.8698839584,4,"Cuarta Oeste",1173332.70145,0,0.259525103960186,0
18950,"Morera","04/08/2011 11:46","Alto (> 8 mts)",240,"Grande",-68.836568155,-32.8692452755,4,"Cuarta Oeste",1173332.70145,0,0.566964540164918,1
18966,"Morera","04/08/2011 09:12","Alto (> 8 mts)",230,"Grande",-68.8376119929,-32.8688126493,4,"Cuarta Oeste",1173332.70145,0,0.0759581881575286,0
18967,"Morera","04/08/2011 09:07","Alto (> 8 mts)",250,"Grande",-68.8376299076,-32.8688908494,4,"Cuarta Oeste",1173332.70145,0,0.962354658404365,1
18983,"Morera","03/08/2011 15:07","Alto (> 8 mts)",180,"Grande",-68.8372864461,-32.8697977782,4,"Cuarta Oeste",1173332.70145,0,0.623648551059887,1
18985,"Morera","03/08/2011 13:05","Alto (> 8 mts)",200,"Grande",-68.8370697598,-32.869796324,4,"Cuarta Oeste",1173332.70145,0,0.946153158089146,1
18989,"Morera","03/08/2011 13:00","Alto (> 8 mts)",200,"Grande",-68.8367780904,-32.8697815167,4,"Cuarta Oeste",1173332.70145,0,0.432393035385758,0
18992,"Morera","13/07/2011 09:50","Alto (> 8 mts)",145,"Grande",-68.8410731916,-32.8716366212,4,"Cuarta Oeste",1173332.70145,0,0.601776074850932,1
18994,"Morera","13/07/2011 09:46","Alto (> 8 mts)",148,"Grande",-68.8410428588,-32.8715096954,4,"Cuarta Oeste",1173332.70145,1,0.175958380568773,0
18999,"Morera","13/07/2011 09:36","Alto (> 8 mts)",150,"Grande",-68.8409639,-32.8712082489,4,"Cuarta Oeste",1173332.70145,0,0.294436173746362,0
19006,"Morera","12/07/2011 09:30","Alto (> 8 mts)",160,"Grande",-68.8408519134,-32.8707937779,4,"Cuarta Oeste",1173332.70145,0,0.573671909281984,1
19007,"Morera","12/07/2011 09:35","Alto (> 8 mts)",145,"Grande",-68.8407866234,-32.8707367078,4,"Cuarta Oeste",1173332.70145,1,0.181826403131709,0
19014,"Morera","12/07/2011 09:58","Medio (4 - 8 mts)",60,"Mediano",-68.8398414624,-32.8707637432,4,"Cuarta Oeste",1173332.70145,0,0.53958628536202,1
19016,"Morera","12/07/2011 10:01","Medio (4 - 8 mts)",85,"Grande",-68.8397770903,-32.8708649923,4,"Cuarta Oeste",1173332.70145,0,0.830142111051828,1
19031,"Morera","13/07/2011 10:13","Alto (> 8 mts)",190,"Grande",-68.8399182644,-32.8720031958,4,"Cuarta Oeste",1173332.70145,1,0.500924207968637,1
19032,"Morera","13/07/2011 10:09","Alto (> 8 mts)",180,"Grande",-68.8399742347,-32.8719939872,4,"Cuarta Oeste",1173332.70145,0,0.976694910321385,1
19033,"Morera","13/07/2011 09:59","Alto (> 8 mts)",145,"Grande",-68.8401299874,-32.871971359,4,"Cuarta Oeste",1173332.70145,1,0.478517638286576,0
19034,"Morera","12/07/2011 10:48","Alto (> 8 mts)",170,"Grande",-68.8402073358,-32.8719589369,4,"Cuarta Oeste",1173332.70145,1,0.843604476423934,1
19037,"Morera","12/07/2011 10:45","Alto (> 8 mts)",190,"Grande",-68.840407758,-32.8719163623,4,"Cuarta Oeste",1173332.70145,0,0.141361688030884,0
19047,"Morera","26/07/2011 09:51","Bajo (2 - 4 mts)",45,"Mediano",-68.8414839712,-32.8725119471,4,"Cuarta Oeste",1173332.70145,0,0.543807959882542,1
19055,"Perenne","26/07/2011 10:01","Bajo (2 - 4 mts)",22,"Mediano",-68.8413086218,-32.8719752168,4,"Cuarta Oeste",1173332.70145,0,0.868651393335313,1
19065,"Morera","26/07/2011 13:02","Alto (> 8 mts)",180,"Grande",-68.8418884702,-32.8717530523,4,"Cuarta Oeste",1173332.70145,0,0.632208871189505,1
19079,"Paraiso","29/07/2011 11:10","Medio (4 - 8 mts)",60,"Mediano",-68.8436113713,-32.8720973208,4,"Cuarta Oeste",1173332.70145,0,0.446643604896963,0
19105,"Morera","27/07/2011 09:07","Alto (> 8 mts)",150,"Grande",-68.8409838823,-32.8707885356,4,"Cuarta Oeste",1173332.70145,1,0.267083403887227,0
19118,"Morera","27/07/2011 08:48","Medio (4 - 8 mts)",100,"Grande",-68.8412333439,-32.871706146,4,"Cuarta Oeste",1173332.70145,0,0.576806822558865,1
19132,"Morera","20/07/2011 10:53","Alto (> 8 mts)",122,"Grande",-68.8408720499,-32.8719473391,4,"Cuarta Oeste",1173332.70145,1,0.105621001450345,0
19144,"Morera","20/07/2011 10:25","Alto (> 8 mts)",112,"Grande",-68.8400246765,-32.8721061305,4,"Cuarta Oeste",1173332.70145,1,0.0923230675980449,0
19153,"Morera","20/07/2011 10:03","Alto (> 8 mts)",145,"Grande",-68.8399477434,-32.8727008796,4,"Cuarta Oeste",1173332.70145,0,0.998289039824158,1
19170,"Morera","18/07/2011 10:30","Alto (> 8 mts)",140,"Grande",-68.8406531557,-32.8731927525,4,"Cuarta Oeste",1173332.70145,0,0.620192233938724,1
19185,"Morera","18/07/2011 09:50","Medio (4 - 8 mts)",84,"Grande",-68.8412455116,-32.8723731445,4,"Cuarta Oeste",1173332.70145,0,0.363472376717255,0
19194,"Paraiso","06/07/2011 10:04","Alto (> 8 mts)",53,"Mediano",-68.8395962972,-32.8727591333,4,"Cuarta Oeste",1173332.70145,1,0.0345487468875945,0
19216,"Morera","06/07/2011 09:17","Alto (> 8 mts)",110,"Grande",-68.8386755801,-32.8724553372,4,"Cuarta Oeste",1173332.70145,1,0.800403621513397,1
19221,"Morera","05/07/2011 12:42","Alto (> 8 mts)",148,"Grande",-68.8390455698,-32.872298919,4,"Cuarta Oeste",1173332.70145,0,0.166174023877829,0
19227,"Morera","05/07/2011 12:29","Alto (> 8 mts)",112,"Grande",-68.8395853697,-32.872188163,4,"Cuarta Oeste",1173332.70145,0,0.465717019513249,0
19232,"Paraiso","05/07/2011 12:19","Medio (4 - 8 mts)",88,"Grande",-68.8396859766,-32.8726566923,4,"Cuarta Oeste",1173332.70145,1,0.629725137026981,1
19233,"Paraiso","05/07/2011 12:17","Medio (4 - 8 mts)",36,"Mediano",-68.839695565,-32.8727050651,4,"Cuarta Oeste",1173332.70145,0,0.254010959528387,0
19240,"Morera","03/08/2011 12:50","Alto (> 8 mts)",180,"Grande",-68.8372836645,-32.8699167081,4,"Cuarta Oeste",1173332.70145,0,0.0642231788951904,0
19242,"Pltano","03/08/2011 12:46","Alto (> 8 mts)",300,"Grande",-68.8374353748,-32.8699248402,4,"Cuarta Oeste",1173332.70145,0,0.314265735913068,0
19244,"Pltano","03/08/2011 12:42","Alto (> 8 mts)",317,"Grande",-68.8376544024,-32.8699316169,4,"Cuarta Oeste",1173332.70145,0,0.77857154654339,1
19246,"Morera","03/08/2011 12:39","Alto (> 8 mts)",116,"Grande",-68.8378850847,-32.8699926001,4,"Cuarta Oeste",1173332.70145,0,0.140302467625588,0
19247,"Morera","03/08/2011 12:38","Alto (> 8 mts)",200,"Grande",-68.8379020932,-32.8700405922,4,"Cuarta Oeste",1173332.70145,0,0.784077044809237,1
19253,"Morera","03/08/2011 12:31","Alto (> 8 mts)",130,"Grande",-68.8379752503,-32.8703532143,4,"Cuarta Oeste",1173332.70145,0,0.772147349547595,1
19259,"Fresno americano","03/08/2011 12:21","Alto (> 8 mts)",110,"Grande",-68.8376224021,-32.8704880109,4,"Cuarta Oeste",1173332.70145,0,0.126105052651837,0
19261,"Pltano","03/08/2011 12:18","Alto (> 8 mts)",300,"Grande",-68.8374803084,-32.8704792603,4,"Cuarta Oeste",1173332.70145,0,0.588289084611461,1
19265,"Morera","03/08/2011 11:15","Medio (4 - 8 mts)",86,"Grande",-68.8370807383,-32.8704537636,4,"Cuarta Oeste",1173332.70145,0,0.358807208715007,0
19266,"Fresno americano","03/08/2011 11:14","Medio (4 - 8 mts)",40,"Mediano",-68.8370203017,-32.8704463983,4,"Cuarta Oeste",1173332.70145,0,0.38775720866397,0
19280,"Morera","13/07/2011 21:46","Alto (> 8 mts)",200,"Grande",-68.8366336138,-32.8701405631,4,"Cuarta Oeste",1173332.70145,0,0.289989397395402,0
19283,"Morera","13/07/2011 21:27","Alto (> 8 mts)",200,"Grande",-68.8364107684,-32.8698851826,4,"Cuarta Oeste",1173332.70145,0,0.40149567485787,0
19284,"Morera","13/07/2011 21:18","Alto (> 8 mts)",180,"Grande",-68.836262262,-32.869877955,4,"Cuarta Oeste",1173332.70145,0,0.686653581913561,1
19285,"Morera","13/07/2011 21:16","Alto (> 8 mts)",200,"Grande",-68.8362013612,-32.8698763424,4,"Cuarta Oeste",1173332.70145,0,0.963749783812091,1
19288,"Perenne","13/07/2011 21:04","Muy bajo (1 - 2 mts)",10,"Chico",-68.8359246393,-32.869867594,4,"Cuarta Oeste",1173332.70145,0,0.0678697526454926,0
19290,"Morera","13/07/2011 20:57","Alto (> 8 mts)",70,"Grande",-68.8357462079,-32.8698643843,4,"Cuarta Oeste",1173332.70145,0,0.840344332158566,1
19300,"Morera","13/07/2011 20:29","Medio (4 - 8 mts)",80,"Grande",-68.8355157194,-32.8702781394,4,"Cuarta Oeste",1173332.70145,0,0.991217810660601,1
19307,"Morera","13/07/2011 10:09","Alto (> 8 mts)",160,"Grande",-68.8358424203,-32.8704178803,4,"Cuarta Oeste",1173332.70145,0,0.108295701211318,0
19316,"Morera","12/07/2011 20:37","Alto (> 8 mts)",110,"Grande",-68.8364995866,-32.8704288021,4,"Cuarta Oeste",1173332.70145,0,0.621644667349756,1
19317,"Morera","12/07/2011 20:34","Alto (> 8 mts)",116,"Grande",-68.8365433301,-32.8704297087,4,"Cuarta Oeste",1173332.70145,1,0.522896368056536,1
19325,"Morera","19/07/2011 14:00","Alto (> 8 mts)",190,"Grande",-68.8357205649,-32.8710229375,4,"Cuarta Oeste",1173332.70145,0,0.129253344610333,0
19327,"Morera","19/07/2011 13:47","Alto (> 8 mts)",150,"Grande",-68.8356866299,-32.8708835812,4,"Cuarta Oeste",1173332.70145,0,0.976190291810781,1
19332,"Morera","19/07/2011 12:30","Alto (> 8 mts)",110,"Grande",-68.8356186919,-32.8706419281,4,"Cuarta Oeste",1173332.70145,0,0.128821231191978,0
19337,"Morera","19/07/2011 11:51","Medio (4 - 8 mts)",120,"Grande",-68.8358412143,-32.8705226556,4,"Cuarta Oeste",1173332.70145,0,0.12542400858365,0
19340,"Fresno europeo","19/07/2011 11:07","Alto (> 8 mts)",95,"Grande",-68.8361916138,-32.8705287055,4,"Cuarta Oeste",1173332.70145,0,0.507369666593149,1
19351,"Morera","19/07/2011 10:21","Alto (> 8 mts)",140,"Grande",-68.8368818188,-32.8711354557,4,"Cuarta Oeste",1173332.70145,0,0.315272388979793,0
19361,"Morera","19/07/2011 10:47","Alto (> 8 mts)",165,"Grande",-68.836735487,-32.8705964069,4,"Cuarta Oeste",1173332.70145,0,0.573096986394376,1
19362,"Morera","19/07/2011 09:46","Alto (> 8 mts)",146,"Grande",-68.8368751847,-32.871402573,4,"Cuarta Oeste",1173332.70145,0,0.267419640440494,0
19363,"Morera","19/07/2011 09:28","Alto (> 8 mts)",148,"Grande",-68.836817477,-32.8714071865,4,"Cuarta Oeste",1173332.70145,0,0.396596601931378,0
19367,"Morera","19/07/2011 09:08","Medio (4 - 8 mts)",57,"Mediano",-68.836464399,-32.8714340288,4,"Cuarta Oeste",1173332.70145,0,0.454608904197812,0
19377,"Pltano","04/07/2011 11:08","Alto (> 8 mts)",220,"Grande",-68.8349343182,-32.8732379957,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.215150161180645,0
19378,"Pltano","04/07/2011 11:05","Alto (> 8 mts)",240,"Grande",-68.8348792614,-32.8729647098,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.5108674664516,1
19381,"Acer","04/07/2011 10:59","Muy bajo (1 - 2 mts)",200,"Grande",-68.8348070608,-32.8727171897,4,"Cuarta Oeste",1173332.70145,0,0.139505153987557,0
19390,"Pltano","04/07/2011 10:38","Alto (> 8 mts)",260,"Grande",-68.8346266938,-32.872026885,4,"Cuarta Oeste",1173332.70145,0,0.165844978997484,0
19393,"Fresno europeo","05/07/2011 10:08","Alto (> 8 mts)",125,"Grande",-68.8351484092,-32.8736069806,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.48452470311895,0
19399,"Morera","05/07/2011 09:48","Alto (> 8 mts)",162,"Grande",-68.8354872369,-32.8735510708,4,"Cuarta Oeste",1173332.70145,0,0.106782445218414,0
19413,"Paraiso","04/07/2011 11:56","Bajo (2 - 4 mts)",40,"Mediano",-68.83598633,-32.8727093197,4,"Cuarta Oeste",1173332.70145,0,0.98029058566317,1
19416,"Paraiso","04/07/2011 11:49","Medio (4 - 8 mts)",100,"Grande",-68.8359401335,-32.8724778385,4,"Cuarta Oeste",1173332.70145,0,0.970414805458859,1
19421,"Morera","04/07/2011 11:38","Alto (> 8 mts)",120,"Grande",-68.8357948228,-32.8718939813,4,"Cuarta Oeste",1173332.70145,1,0.690311956452206,1
19426,"Fresno europeo","01/07/2011 12:49","Alto (> 8 mts)",115,"Grande",-68.8355591753,-32.8716266801,4,"Cuarta Oeste",1173332.70145,0,0.881210525520146,1
19436,"Fresno europeo","01/07/2011 12:17","Alto (> 8 mts)",180,"Grande",-68.8345980209,-32.8717071182,4,"Cuarta Oeste",1173332.70145,0,0.82442804868333,1
19437,"Perenne","09/08/2011 09:32","Alto (> 8 mts)",100,"Grande",-68.8397043609,-32.8719736222,4,"Cuarta Oeste",1173332.70145,0,0.585361394798383,1
19450,"Perenne","08/08/2011 10:39","Alto (> 8 mts)",80,"Grande",-68.8396560228,-32.8709280459,4,"Cuarta Oeste",1173332.70145,0,0.90046778973192,1
19463,"Fresno europeo","12/07/2011 11:36","Alto (> 8 mts)",85,"Grande",-68.8390088082,-32.870710433,4,"Cuarta Oeste",1173332.70145,0,0.0486244815401733,0
19476,"Morera","11/07/2011 12:57","Alto (> 8 mts)",149,"Grande",-68.839548266,-32.871252359,4,"Cuarta Oeste",1173332.70145,0,0.401877893134952,0
19478,"Morera","11/07/2011 12:49","Alto (> 8 mts)",158,"Grande",-68.839552665,-32.8713621693,4,"Cuarta Oeste",1173332.70145,0,0.793890789616853,1
19482,"Morera","18/07/2011 13:58","Alto (> 8 mts)",148,"Grande",-68.8395744457,-32.8717274735,4,"Cuarta Oeste",1173332.70145,0,0.687842476181686,1
19486,"Morera","18/07/2011 10:23","Alto (> 8 mts)",198,"Grande",-68.8393174013,-32.8721087694,4,"Cuarta Oeste",1173332.70145,0,0.469999076798558,0
19494,"Morera","18/07/2011 10:09","Alto (> 8 mts)",135,"Grande",-68.8386066441,-32.8721695916,4,"Cuarta Oeste",1173332.70145,0,0.440575752872974,0
19496,"Paraiso","18/07/2011 09:53","Alto (> 8 mts)",185,"Grande",-68.8385790635,-32.872058828,4,"Cuarta Oeste",1173332.70145,0,0.811754636233672,1
19502,"Morera","18/07/2011 09:39","Alto (> 8 mts)",70,"Grande",-68.8384845992,-32.87170948,4,"Cuarta Oeste",1173332.70145,0,0.644657641649246,1
19503,"Morera","18/07/2011 09:37","Alto (> 8 mts)",170,"Grande",-68.8384633911,-32.8716200947,4,"Cuarta Oeste",1173332.70145,0,0.838232430396602,1
19510,"Morera","18/07/2011 09:00","Medio (4 - 8 mts)",34,"Mediano",-68.838339232,-32.8711482581,4,"Cuarta Oeste",1173332.70145,0,0.733604436740279,1
19511,"Morera","12/07/2011 12:28","Alto (> 8 mts)",140,"Grande",-68.8383222592,-32.8710803386,4,"Cuarta Oeste",1173332.70145,0,0.275140683632344,0
19530,"Morera","26/07/2011 10:49","Alto (> 8 mts)",200,"Grande",-68.8370281479,-32.8711658531,4,"Cuarta Oeste",1173332.70145,0,0.34627569722943,0
19533,"Morera","26/07/2011 10:41","Medio (4 - 8 mts)",100,"Grande",-68.8369655579,-32.8709190681,4,"Cuarta Oeste",1173332.70145,0,0.54398533469066,1
19536,"Morera","26/07/2011 10:27","Alto (> 8 mts)",210,"Grande",-68.836908255,-32.8707027671,4,"Cuarta Oeste",1173332.70145,0,0.686927378177643,1
19541,"Paraiso","26/07/2011 10:18","Medio (4 - 8 mts)",110,"Grande",-68.8372023294,-32.8705725848,4,"Cuarta Oeste",1173332.70145,0,0.238948169630021,0
19550,"Morera","26/07/2011 10:01","Alto (> 8 mts)",198,"Grande",-68.8380799828,-32.8706995013,4,"Cuarta Oeste",1173332.70145,0,0.467586602317169,0
19558,"Paraiso","26/07/2011 09:43","Alto (> 8 mts)",160,"Grande",-68.8382257921,-32.8712466666,4,"Cuarta Oeste",1173332.70145,0,0.306915386114269,0
19583,"Morera","11/07/2011 10:34","Alto (> 8 mts)",158,"Grande",-68.8360748152,-32.8724515052,4,"Cuarta Oeste",1173332.70145,1,0.154754910152406,0
19588,"Morera","11/07/2011 10:17","Alto (> 8 mts)",134,"Grande",-68.8359899765,-32.8721024385,4,"Cuarta Oeste",1173332.70145,0,0.117997935274616,0
19595,"Morera","11/07/2011 09:59","Alto (> 8 mts)",200,"Grande",-68.836036828,-32.8715861448,4,"Cuarta Oeste",1173332.70145,0,0.821684240363538,1
19598,"Fresno europeo","11/07/2011 09:53","Alto (> 8 mts)",131,"Grande",-68.8362260682,-32.8715750575,4,"Cuarta Oeste",1173332.70145,1,0.587263816501945,1
19605,"Morera","11/07/2011 09:36","Alto (> 8 mts)",77,"Grande",-68.8369131748,-32.8715172738,4,"Cuarta Oeste",1173332.70145,1,0.499791387934238,0
19612,"Morera","11/07/2011 09:23","Medio (4 - 8 mts)",50,"Mediano",-68.8370915149,-32.8719549523,4,"Cuarta Oeste",1173332.70145,1,0.107699984917417,0
19618,"Morera","11/07/2011 09:14","Alto (> 8 mts)",138,"Grande",-68.8371896176,-32.8723387832,4,"Cuarta Oeste",1173332.70145,1,0.537433158606291,1
19629,"Fresno europeo","07/07/2011 12:05","Medio (4 - 8 mts)",77,"Grande",-68.8365296316,-32.8726542602,4,"Cuarta Oeste",1173332.70145,0,0.00594094907864928,0
19640,"Fresno americano","13/07/2011 10:24","Alto (> 8 mts)",132,"Grande",-68.834107121,-32.8701092856,4,"Cuarta Oeste",1173332.70145,0,0.057542477035895,0
19643,"Caducifolio","13/07/2011 10:16","Alto (> 8 mts)",142,"Grande",-68.8341605983,-32.8703105245,4,"Cuarta Oeste",1173332.70145,0,0.758509513223544,1
19645,"Morera","13/07/2011 10:12","Alto (> 8 mts)",108,"Grande",-68.834281058,-32.8703995209,4,"Cuarta Oeste",1173332.70145,1,0.457553992513567,0
19650,"Morera","13/07/2011 10:01","Alto (> 8 mts)",150,"Grande",-68.8346748548,-32.8703992304,4,"Cuarta Oeste",1173332.70145,1,0.687048973049968,1
19653,"Morera","13/07/2011 09:56","Alto (> 8 mts)",110,"Grande",-68.8351000255,-32.8704048663,4,"Cuarta Oeste",1173332.70145,1,0.266422461019829,0
19656,"Morera","13/07/2011 09:51","Alto (> 8 mts)",97,"Grande",-68.8353324501,-32.8704062094,4,"Cuarta Oeste",1173332.70145,1,0.695816424442455,1
19657,"Morera","13/07/2011 09:47","Alto (> 8 mts)",112,"Grande",-68.835394493,-32.8703681494,4,"Cuarta Oeste",1173332.70145,1,0.514014579122886,1
19684,"Morera","12/07/2011 10:11","Alto (> 8 mts)",122,"Grande",-68.8356228554,-32.8714979902,4,"Cuarta Oeste",1173332.70145,0,0.663244716124609,1
19686,"Fresno europeo","12/07/2011 10:07","Medio (4 - 8 mts)",35,"Mediano",-68.8354926394,-32.8715074798,4,"Cuarta Oeste",1173332.70145,0,0.902310764417052,1
19687,"Paraiso","12/07/2011 10:03","Alto (> 8 mts)",110,"Grande",-68.8354015993,-32.8715139352,4,"Cuarta Oeste",1173332.70145,0,0.453442722791806,0
19693,"Jacarand","12/07/2011 09:49","Alto (> 8 mts)",90,"Grande",-68.8350674899,-32.8715406541,4,"Cuarta Oeste",1173332.70145,0,0.412923006340861,0
19696,"Morera","12/07/2011 09:46","Alto (> 8 mts)",120,"Grande",-68.8348655168,-32.8715566452,4,"Cuarta Oeste",1173332.70145,1,0.623902380699292,1
19697,"Morera","12/07/2011 09:43","Alto (> 8 mts)",120,"Grande",-68.8348114825,-32.8715606099,4,"Cuarta Oeste",1173332.70145,1,0.641364375129342,1
19703,"Fresno americano","12/07/2011 09:36","Alto (> 8 mts)",160,"Grande",-68.8344437803,-32.8713858993,4,"Cuarta Oeste",1173332.70145,0,0.216020944993943,0
19707,"Morera","12/07/2011 09:28","Medio (4 - 8 mts)",92,"Grande",-68.8343545517,-32.8710456622,4,"Cuarta Oeste",1173332.70145,1,0.145727626048028,0
19739,"Pltano","12/08/2011 10:16","Alto (> 8 mts)",150,"Grande",-68.8347670818,-32.8681281663,4,"Cuarta Oeste",1173332.70145,0,0.615791967604309,1
19751,"Morera","12/08/2011 09:32","Alto (> 8 mts)",165,"Grande",-68.8346481415,-32.8690152323,4,"Cuarta Oeste",1173332.70145,0,0.822424324927852,1
19762,"Morera","11/08/2011 09:59","Alto (> 8 mts)",168,"Grande",-68.8352110475,-32.8695613415,4,"Cuarta Oeste",1173332.70145,0,0.689973989967257,1
19773,"Morera","11/08/2011 09:36","Alto (> 8 mts)",130,"Grande",-68.8346984275,-32.8691325181,4,"Cuarta Oeste",1173332.70145,0,0.0801636159885675,0
19782,"Fresno americano","10/08/2011 12:06","Alto (> 8 mts)",90,"Grande",-68.8339097388,-32.8693299545,4,"Cuarta Oeste",1173332.70145,0,0.30262955580838,0
19799,"Morera","08/08/2011 10:42","Alto (> 8 mts)",168,"Grande",-68.8352207462,-32.8643651672,4,"Cuarta Oeste",1173332.70145,0,0.552520078839734,1
19803,"Fresno europeo","08/08/2011 10:33","Medio (4 - 8 mts)",118,"Grande",-68.8351440783,-32.8640522601,4,"Cuarta Oeste",1173332.70145,0,0.929624397074804,1
19806,"Morera","04/08/2011 11:27","Alto (> 8 mts)",180,"Grande",-68.8350931444,-32.8638244248,4,"Cuarta Oeste",1173332.70145,0,0.138582235435024,0
19812,"Morera","04/08/2011 11:11","Alto (> 8 mts)",116,"Grande",-68.8345679365,-32.8637289587,4,"Cuarta Oeste",1173332.70145,0,0.875059920595959,1
19813,"Morera","04/08/2011 11:09","Alto (> 8 mts)",180,"Grande",-68.8344809665,-32.8637261431,4,"Cuarta Oeste",1173332.70145,0,0.89128741947934,1
19826,"Morera","04/08/2011 10:35","Alto (> 8 mts)",190,"Grande",-68.8340538499,-32.8643671622,4,"Cuarta Oeste",1173332.70145,0,0.173314208164811,0
19833,"Fresno europeo","04/08/2011 10:10","Alto (> 8 mts)",175,"Grande",-68.8345966471,-32.8646912262,4,"Cuarta Oeste",1173332.70145,0,0.602545116329566,1
19834,"Morera","04/08/2011 10:07","Alto (> 8 mts)",110,"Grande",-68.8347326049,-32.864700036,4,"Cuarta Oeste",1173332.70145,0,0.497898024506867,0
19845,"Pltano","30/06/2011 10:05","Alto (> 8 mts)",210,"Grande",-68.8344350159,-32.8635997927,4,"Cuarta Oeste",1173332.70145,0,0.113288644468412,0
19846,"Pltano","30/06/2011 10:04","Alto (> 8 mts)",170,"Grande",-68.8343859639,-32.8635964068,4,"Cuarta Oeste",1173332.70145,0,0.872089847456664,1
19874,"Morera","29/06/2011 10:55","Alto (> 8 mts)",90,"Grande",-68.8345010536,-32.8624116784,4,"Cuarta Oeste",1173332.70145,1,0.111506568267941,0
19878,"Fresno europeo","29/06/2011 10:42","Alto (> 8 mts)",120,"Grande",-68.8348010654,-32.8625064995,4,"Cuarta Oeste",1173332.70145,0,0.86916133784689,1
19879,"Paraiso","29/06/2011 10:37","Alto (> 8 mts)",94,"Grande",-68.8348080734,-32.8625575997,4,"Cuarta Oeste",1173332.70145,0,0.23996911989525,0
19882,"Morera","29/06/2011 10:10","Alto (> 8 mts)",158,"Grande",-68.8348567594,-32.8627610278,4,"Cuarta Oeste",1173332.70145,0,0.326771647203714,0
19898,"Paraiso","29/06/2011 09:20","Alto (> 8 mts)",205,"Grande",-68.8329073144,-32.8623008949,4,"Cuarta Oeste",1173332.70145,0,0.941942644072697,1
19899,"Paraiso","29/06/2011 09:18","Alto (> 8 mts)",146,"Grande",-68.8329973105,-32.8623072431,4,"Cuarta Oeste",1173332.70145,0,0.0496016729157418,0
19900,"Paraiso","28/06/2011 14:15","Alto (> 8 mts)",135,"Grande",-68.83306072,-32.8623122915,4,"Cuarta Oeste",1173332.70145,0,0.228840186726302,0
19911,"Morera","28/06/2011 13:58","Medio (4 - 8 mts)",85,"Grande",-68.8335827592,-32.8629303778,4,"Cuarta Oeste",1173332.70145,0,0.234488841844723,0
19913,"Morera","28/06/2011 13:55","Alto (> 8 mts)",105,"Grande",-68.8336105603,-32.8630899246,4,"Cuarta Oeste",1173332.70145,0,0.0672240143176168,0
19916,"Morera","28/06/2011 13:41","Alto (> 8 mts)",182,"Grande",-68.8336624635,-32.8633302954,4,"Cuarta Oeste",1173332.70145,0,0.863799418555573,1
19939,"Paraiso","08/08/2011 09:32","Medio (4 - 8 mts)",47,"Mediano",-68.8328740169,-32.8636492364,4,"Cuarta Oeste",1173332.70145,0,0.686397340148687,1
19951,"Morera","05/08/2011 10:11","Alto (> 8 mts)",185,"Grande",-68.8338011175,-32.8639167619,4,"Cuarta Oeste",1173332.70145,0,0.217971125151962,0
19957,"Morera","05/08/2011 09:51","Alto (> 8 mts)",133,"Grande",-68.8339138486,-32.864409449,4,"Cuarta Oeste",1173332.70145,1,0.552027250407264,1
19960,"Morera","05/08/2011 09:42","Medio (4 - 8 mts)",38,"Mediano",-68.833957373,-32.8645888611,4,"Cuarta Oeste",1173332.70145,0,0.62621883652173,1
19964,"Morera","05/08/2011 09:28","Medio (4 - 8 mts)",42,"Mediano",-68.8336665396,-32.8646381194,4,"Cuarta Oeste",1173332.70145,1,0.876584509154782,1
19970,"Prunas","05/08/2011 09:02","Bajo (2 - 4 mts)",35,"Mediano",-68.8331229833,-32.8646072789,4,"Cuarta Oeste",1173332.70145,0,0.445478329900652,0
19973,"Morera","05/08/2011 08:54","Alto (> 8 mts)",170,"Grande",-68.8328887927,-32.8645997104,4,"Cuarta Oeste",1173332.70145,1,0.298926161136478,0
19976,"Fresno europeo","05/08/2011 08:47","Medio (4 - 8 mts)",210,"Grande",-68.8325925071,-32.8644956617,4,"Cuarta Oeste",1173332.70145,0,0.736091213067994,1
19990,"Morera","16/08/2011 10:37","Alto (> 8 mts)",170,"Grande",-68.834692591,-32.8674938845,4,"Cuarta Oeste",1173332.70145,0,0.00126591837033629,0
20005,"Pltano","11/08/2011 10:18","Alto (> 8 mts)",200,"Grande",-68.8340356299,-32.8665453552,4,"Cuarta Oeste",1173332.70145,0,0.975795665290207,1
20006,"Pltano","11/08/2011 10:15","Alto (> 8 mts)",155,"Grande",-68.833898582,-32.8665719654,4,"Cuarta Oeste",1173332.70145,0,0.278548178495839,0
20011,"lamo criollo","11/08/2011 09:50","Alto (> 8 mts)",250,"Grande",-68.8333106664,-32.8666841324,4,"Cuarta Oeste",1173332.70145,0,0.417805885896087,0
20013,"Fresno americano","11/08/2011 09:46","Alto (> 8 mts)",117,"Grande",-68.8332633074,-32.8669062964,4,"Cuarta Oeste",1173332.70145,0,0.536770158912987,1
